Student,Assignment1,Assignment2,Assignment3,Assignment4,Assignment5,Assignment6,Assignment7,Assignment8,Assignment9,Lab1,Lab2,Lab3,Lab4,Lab5,Lab6
#1144,18.4,22.23,23.83,16.355,19.75,16.83,15.93,15.7366666666667,16.89,9.5,9,7.8,7.8,9,0
#1145,19.82,29.91,23.25,19.78,20,19.45,18.23,18.7233333333333,17.43,10,9.714285714,9.2,8,8,8.2
#1146,18.5,28.86,25,19.595,19.71,18.4,18.94,13.8333333333333,18.79,8,9.8,9.066666667,9.55,6,8.2
#1147,19.28,29.39,24.58,20,19.77,18.68,18.64,19.1666666666667,18.32,9.6,10,9.4,10,8.333333333,8.8
#1148,19.82,29.9,25,19.945,17.77,19.46,17.94,12.27,18.04,8,9.8,9.1,9,5,8.6
#1149,19.33,29.72,24.75,19.945,19.6,18.87,19.075,17.3333333333333,13.46,7.8,8,9.466666667,7.5,9,7.466666667
#1150,19.76,29.71,24.92,19.915,19.33,19.36,18.065,18.5166666666667,18.68,10,9.4,8.9,9.75,9,8
#1151,18.6,27.37,20.92,9.6,13.74,15.97,8.165,6.82,17.71,10,0,9,5.85,9,10
#1152,19.42,29.59,24.22,10,19.48,18.7,8.825,12.6666666666667,18.77,7.666666667,6,8.7,5.8,7,8.8
#1153,19.06,28.61,19.75,19.71,18.46,16.09,17.585,13.24,15.87,8,6.064285714,8.2,7.666666667,9,8.8
#1154,19.75,19.7,23.5,19.835,19.27,18.83,18.705,10.7666666666667,17.27,9,9.857142857,9.266666667,6.666666667,0,7
#1155,19.25,28.77,24.83,10.095,19.94,16.73,18.77,19.3333333333333,17.21,10,0,9.6,9.3,9,9.6
#1156,19.04,29.73,25,20,20,19.6,19.23,19.0266666666667,17.86,10,9.2,9,6.6,7,9
#1157,20,29.44,24.83,19.945,19.83,19.78,18.865,18.7433333333333,16.59,10,8.8,9.4,8.75,10,7.6
#1158,19.67,29.88,0,20,17.66,19.9,18.715,18.8033333333333,18.02,8.333333333,9,8.2,6.8,8,8.6
#1159,18.33,29.16,25,19.75,20,18.67,18.14,19,18.75,9.6,9.8,8.466666667,9,10,9
#1160,19.33,28.6,24.33,20,19.02,19.83,18.155,17.8933333333333,18.12,0,9.6,9.2,8.5,6,9.466666667
#1161,19.54,29.41,24.17,19.57,18.63,0,14.725,4.91666666666667,12.14,10,8.8,8.6,7.333333333,0,9.6
#1162,19.57,28.15,21.74,19.725,16.65,18.92,18.77,14.89,19,8,7.9,0,7.7,8,6.6
#1163,19.82,29.29,20.95,17.45,18.73,14.47,11.32,17.33,17.41,10,9.066666667,4.3,10,10,8.6
#1164,19.22,29.1,24.2,12.94,5.62,16.15,8.21,3.68,16.78,9,9.6,8.533333333,4.8,4.75,7.866666667
#1165,19.37,29.55,24.83,19.945,19.6,18.5,17.52,18.89,17.59,10,9.8,9.6,8.8,7,7.4
#1166,17.94,13.47,18.07,16.325,13.67,15.67,9.075,7.93,14.63,8.8,9.8,0,7.6,8.2,8.9
#1167,19.87,29.87,24,19.82,19.75,19.67,18.705,18.5566666666667,16.02,10,9.714285714,8.6,9,9,0
#1168,18.88,28.74,21.33,18.36,15.59,17.08,15.51,4.52,2,9,10,7.75,7,7.4,7.6
#1169,18.88,29.96,24.92,20,19.5,19.67,19.105,14.9733333333333,18.73,9,9.75,8.8,10,8,9.6
#1170,19.21,29.5,24.33,20,19.35,19.89,18.765,19.0266666666667,16.78,9.8,9.4,8.566666667,8.6,10,8.55
#1171,19.54,29.02,21.5,19.055,17.81,15.89,15.615,18.1666666666667,14.76,9,8.4,9.1,5,6,6.2
#1172,17.75,27.01,21.17,18.525,19.1,18.46,16.575,13.41,15.18,10,8.8,8.3,6.4,6,7.6
#1173,19.79,29.63,13.75,10,17.84,14.91,13.345,18.46,16.34,10,0,8.2,8.75,9,8.066666667
#1174,18.88,25.01,23.92,19.645,19.22,0,14.165,13.7933333333333,19,10,10,9.6,6.1,7,9.8
#1175,19.54,29.26,24.83,19.71,19.6,17.57,18.62,18.6666666666667,17.72,9,9.8,0,8.8,7,8.8
#1176,18.97,29.79,24.83,19.945,19.83,19.22,19.02,19.3066666666667,17.88,10,9.8,9.6,9,10,9
#1177,13.08,5.93,9.03,2.5,0,0,8.585,0,0,10,0,7,7.8,0,0
#1178,19.82,29.63,25,19.945,19.67,18.89,18.695,16.6966666666667,15.69,10,9.8,8.566666667,9,6,6.733333333
#1179,18.93,22.47,0,11.9,19.71,19.07,15.965,13.8766666666667,15.47,8,9.75,8.933333333,8.3,8,8.75
#1180,17.93,29.39,24.83,19.945,19.5,19.58,15.05,12.8066666666667,17.91,9,9.5,9.466666667,8.15,9,8.666666667
#1181,18.92,29.84,24.92,20,19.27,20,19,19.3066666666667,18.68,9.4,10,9.066666667,9.8,9,9.75
#1182,19.03,29.07,24.75,19.835,18.5,17.88,15.895,15.7866666666667,16.78,8,8.6,7.166666667,9,6,9
#1183,19.46,28.16,24.92,16,19.37,19.78,19.02,19.1766666666667,18.73,8,8,9.6,8.6,9,9.8
#1184,19.03,29.55,24.92,20,19.67,19.32,18.63,18.53,15.51,9,9.35,9.4,9.55,10,9
#1185,18.08,29.78,24.83,19.835,19.5,19.67,13.19,15.0566666666667,14.01,10,9.4,9.666666667,7.266666667,9,8.8
#1186,19.44,29.78,24.75,20,19.5,18.78,19.04,16.7933333333333,18.32,10,10,9.266666667,8,6.75,10
#1187,19.08,29.89,25,19.885,19.83,18.95,19.155,18.85,18.48,10,8.6,8.5,9.5,9,9.6
#1188,18.57,28.17,24.67,19.295,18.35,19.81,16.29,18.4733333333333,17.77,10,8.857142857,8.25,6.133333333,7,10
#1189,19.07,29.91,24.83,19.835,19.83,20,19.25,19.2233333333333,18.37,10,10,10,10,10,8.6
#1190,18.07,29.28,20.17,10.415,0,12.65,8.79,1.3,0,10,5.7,.8,0,5,0
#1191,19.28,29.73,25,20,19.94,19.48,19.045,18.72,17.64,10,9.8,9.2,9.6,8.333333333,8.8
#1192,19.48,27.64,23.42,19.82,19.87,19.18,18.065,17.5133333333333,17.86,10,9.8,7.866666667,8,8,7.6
#1193,19.54,29.55,24.92,20,19.6,18.13,17.95,18.4433333333333,18.11,8,8.4,6.1,6.366666667,8,9
#1194,19.12,29.64,24.92,20,19.58,17.82,18.51,17.2766666666667,10.83,9.3,8.9,9.466666667,9,8,7.8
#1195,19.87,25.72,20.92,13.39,15.5,10.49,1.04,2.33333333333333,0,6.3,9.8,7.466666667,6.266666667,0,0
#1196,19.65,29.23,24.83,19.835,19.77,18.35,18.855,15.75,18.23,10,9,8.933333333,9.8,0,7.8
#1197,18.96,29.91,24.83,18.945,17.53,16.08,15.6,12.4433333333333,17.01,8.8,9.466666667,6.2,8.333333333,9,9
#1198,19.08,29.71,24.92,19.82,19.27,19.03,18.865,18.75,16.09,10,9.6,7.25,7.4,6.333333333,0
#1199,19.08,29.62,24.75,19.96,19.31,19.3,18.695,19.11,18.43,9,9.8,9.8,8.6,10,9
#1200,19.75,29.96,24.33,20,19.54,19.31,18.605,13.5566666666667,0,10,10,7.8,7.666666667,5,0
#1201,18.39,27.52,22.25,19.185,16.42,17.2,14.09,.446666666666667,10.35,8.466666667,10,8.7,6.866666667,6,0
#1202,19.62,29.9,25,20,19.77,19.5,18.28,19.3066666666667,18.2,10,9.8,8.5,9,10,10
#1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1204,18.92,29.37,24.83,19.89,19.75,19.22,19.075,18.9733333333333,17.56,10,10,9.6,8.6,10,9.466666667
#1205,18.88,28.68,21.3,18.57,19.48,18.53,17.36,15.3066666666667,18.28,8,8.264285714,10,7.6,1,9
#1206,18.54,29.48,24.5,19.5,19.5,19.28,17.785,15.7266666666667,16.8,9,9.523809524,8.633333333,8.6,9,8.8
#1207,17.5,.8,13.25,5.51,0,4,0,0,0,9,6.35,1.5,0,0,0
#1208,19.59,29.14,24,10.38,6.7,15.09,15.57,13.63,11.54,9,6.5,0,8.466666667,8,8.8
#1209,19.69,28.47,23.75,18.675,17.03,13.17,15.295,10.86,12.39,8,6.946428571,7.5,4.433333333,0,8.6
#1210,19.19,29.58,25,19.42,19.6,19.32,16.135,12.6666666666667,15.17,9.8,9.15,9,6.266666667,0,7.466666667
#1211,16.75,25.62,21,18.445,17.42,17.22,14.105,10.0833333333333,17.44,9,9.6,9.033333333,9.35,0,9.2
#1212,19.5,10.92,0,0,0,0,1.625,0,0,8,7,8.133333333,7.7,0,8.35
#1213,19.47,29.79,25,20,19.71,20,18.325,13.9433333333333,15.94,10,9,0,6.6,8,9
#1214,18.72,29.66,21.92,15.82,2.65,16.21,13.875,13.1766666666667,15.37,8,8.3,8.2,8.1,9,7.35
#1215,19.49,29.93,24.75,20,19.75,19.64,18.915,16.0233333333333,16.87,8.5,9.8,10,8.8,9,7.216666667
#1216,19.17,26.36,0,18.875,0,18.89,17.34,17.6133333333333,17.66,8,10,8,6,6,8.55
#1217,18.92,26.47,19.25,19.375,18.77,19.11,14.695,9.51333333333333,15.89,7.8,8.975,7.1,6.8,6,7.4
#1218,19.04,29.17,25,20,19.77,19.5,18.325,12.5566666666667,18.17,10,10,9.8,9,0,9
#1219,19.49,22.55,18.7,15.23,0,10.92,12.155,13.6033333333333,14.07,7,7.2,0,7.55,9,8
#1220,17.58,24.84,22.83,18.265,15.07,17.03,13.98,11.1366666666667,12.17,9,8.116666667,6.266666667,3.55,8,5.333333333
#1221,19.67,28.52,22.75,18.875,18.25,18.55,17.77,16.1233333333333,16.56,9,8.3,9.3,6.1,5,7.4
#1222,18.92,29.41,23.75,19.35,17.89,0,14.885,12.9366666666667,15.53,9,8.2,9.466666667,7.9,8,9.75
#1223,19.62,29.91,24.83,19.945,19.42,19.56,19.16,19.1966666666667,18.1,9,10,8.6,9.8,7,9.666666667
#1224,18.43,26.8,22.67,19.085,15.53,0,14.97,6.39,13.85,8.8,7,8,7.75,7,7.4
#1225,18.57,21.3,20,11.835,15.75,17.68,10.61,2.42,0,8,9.75,8.8,8.6,8.333333333,9
#1226,18.11,27.26,24.33,19.405,18.52,17.97,15.505,8.11,0,8.8,8.1,8.366666667,9,6,0
#1227,19.21,29.39,24.92,19.82,19.33,19.24,19.15,19.03,17.48,9,9,8.7,9,7,8.4
#1228,19.46,29.56,24.92,20,19.5,19.85,18.635,12.6933333333333,17.34,9,10,7.333333333,8,4,8.833333333
#1229,19.58,28.81,24.42,19.945,19.54,18.74,18.47,16.3333333333333,16.88,10,9.5,9.266666667,6.8,9,8.8
#1230,19.58,29.07,24.92,19.875,19.61,18.04,16.705,14.8833333333333,15.22,10,8.6,7.8,9,7,9.8
#1231,18.83,29.92,22.17,19.71,19.46,18.97,17.375,10.6666666666667,14.8,7.8,6.85,9.8,6.8,2,6.6
#1232,19.54,29.43,24.83,13,0,18.84,11.075,8.15666666666667,0,8,10,9.2,7.516666667,8,8.8
#1233,19.03,25.99,24.53,12.835,16.04,9.83,14.205,13.1666666666667,12.31,10,9,8.866666667,4.7,10,9.466666667
#1234,19.58,29.78,24.83,20,19.5,20,18.885,18.75,17.96,10,9.6,9.633333333,7.6,0,8.8
#1235,18.79,29.69,21.12,19.05,18.76,18.82,16.24,4.46666666666667,17.43,6.6,10,8.5,6.8,7,7.933333333
#1236,19.54,29.68,24.83,16.8,19.25,17.61,17.01,17.5233333333333,16.56,10,8.35,8.9,6.7,8,9
#1237,19.08,29.67,24.92,20,18.49,19.58,17.26,15.1666666666667,15.98,9,10,9.5,10,8,8
#1238,18.53,22.84,0,17.25,14.51,15.98,13.025,14.3066666666667,16.54,0,9.266666667,7.5,7.4,9,8.15
#1239,18.69,29.69,23,19.5,20,19.25,18.67,15.25,18.52,8.8,10,8.966666667,6,10,9
#1240,19.87,29.79,25,19.945,19.37,19.57,19.04,19.11,18.06,10,10,10,8.6,8,8.6
#1241,19.46,27.89,24.92,20,19.87,19.62,16.975,16.3766666666667,18.21,8,10,10,8.8,7.333333333,10
#1242,19.75,29.9,24.92,19.765,18.92,17.32,8.155,13.96,15.62,8.6,9.6,8.133333333,5.2,4,7.6
#1243,17.71,1.57,15.89,4.445,0,12.37,.25,0,0,0,6.4,7.2,7.2,0,0
#1244,19.54,29.83,24.92,20,19.92,18.97,18.945,18.5666666666667,18.64,10,9,9.2,8.9,5,9
#1245,18.5,29.36,24.5,19.875,19.56,16.52,17.93,18.69,18.07,8,9.8,8.5,7,8,7.35
#1246,19.12,29.26,24.25,19,18.81,18.83,17.685,19.0833333333333,17.45,9.8,9.35,8.1,6.6,8,7.1
#1247,18.71,29.86,20.75,19.21,18.1,17.17,14.42,16.61,17.32,9,10,8.133333333,5.2,9,9.6
#1248,19.46,29.92,24.83,19.945,19.77,19.06,19.125,19.3066666666667,18.32,10,9,9.8,7.5,8,9.8
#1249,18.86,29.61,25,19.445,19.75,19.95,15.49,14.41,0,9,8.8,8.3,7.933333333,6,6.25
#1250,19.21,29.73,24.92,19.945,20,20,19.25,19.3333333333333,18.92,9,9.75,10,8,7,9.133333333
#1251,19.21,29.47,24.83,18.57,18.9,2.4,5.77,7.55,15.68,8,7.8,7,5,5.666666667,0
#1252,18.21,28.64,24.42,20,19.35,18.13,18.645,18.5833333333333,18.87,8.6,10,9.466666667,9,7,9
#1253,19.74,29.21,24.75,19.945,20,19.51,18.955,18.9666666666667,18.16,10,9.666666667,8.7,8,6,8.933333333
#1254,19.63,26.13,24.75,18.71,16.69,17.44,13.47,8.52,16.72,9.8,7.216666667,7.8,7.466666667,7,7
#1255,19.11,28.07,14.67,18.21,19.71,16.6,9.03,7.29333333333333,12.57,9,8.357142857,8.333333333,6.8,0,8.6
#1256,19.54,29.87,24.92,20,19.5,19.62,19.055,15.5566666666667,18.45,9.8,10,8.6,10,7,9
#1257,19.33,29.33,16.92,19.945,20,19.58,15.52,9.24666666666667,15.08,7,9.607142857,9.6,9.6,8,9.4
#1258,19.75,29.93,25,19.945,20,19.67,8.775,12.2233333333333,18.3,10,9,9.1,9.5,0,9.216666667
#1259,19.47,29.62,22.8,19.28,19.5,19.17,18.465,18.8066666666667,16.58,6,9.3,9.2,9.6,5,0
#1260,18.96,28.41,21.61,19.82,18.67,18.64,17.235,15.8166666666667,17.86,7,9.857142857,8.4,8.8,6,9.8
#1261,19.22,29.2,23.83,19.95,19.09,18.47,14.91,16.6533333333333,15.86,9,9.05,7.566666667,5.55,3,6.35
#1262,19.87,26.44,24.92,17.58,17.47,1.62,9.27,7.88333333333333,0,8,8.633333333,4.766666667,6.1,3,3.733333333
#1263,19.57,29.51,24.92,20,19.44,19.5,19.085,19.2166666666667,17.49,9,10,10,9,9,8.8
#1264,18.21,28.5,23.75,14.5,19.7,18.06,18.23,12.9433333333333,17.59,8.5,9,8.833333333,7.5,9,8.8
#1265,19,29.22,24.33,19.5,19.5,19.73,18.59,18.0266666666667,17.83,9,9.857142857,9.6,8.8,8,7.6
#1266,19.33,29.96,24.92,20,19.6,20,19.2,19.3333333333333,18.81,10,10,10,8.6,8,8.8
#1267,19.87,21.32,18.58,19.145,0,7.88,10.62,15.11,15.85,9,9.666666667,8.133333333,7,6,10
#1268,19.07,29.56,23.83,18.955,18.05,16.66,18.49,10.8233333333333,10.79,8,8.75,8.1,8.45,8,8.8
#1269,19.82,29.65,25,13.11,17.88,18.04,17.2,16.7166666666667,13.51,10,9.066666667,7.4,8.5,9,9
#1270,19.67,29.58,24.83,19.945,19.77,18.6,18.44,18.5533333333333,17.84,8.5,9.8,10,7.8,7,8
#1271,19.2,29.48,19.56,19.5,19.94,18.51,11.89,3.55333333333333,13.84,8.8,8.8,7.9,5.4,5,8.55
#1272,19.57,29.98,24.83,20,20,18.97,18.945,19.1666666666667,18.47,10,9.857142857,10,9.016666667,9,8.8
#1273,19.54,29.32,25,19.82,18.96,19.58,17.505,18.0033333333333,18.31,9.2,6.85,7.8,6,5,9
#1274,18.92,29.84,24.92,19.89,19.83,19.95,19.03,15.75,17.5,9,9.75,10,9.6,0,9.8
#1275,19.1,29.61,23.83,19.71,19.67,19.83,18.23,18.2233333333333,17.15,10,9.8,8.533333333,8.5,7,9.6
#1276,18.63,26.99,23.83,18.945,19.54,19.18,17.025,16.75,18.82,9,10,9.5,8.6,8.333333333,8.8
#1277,17.67,29.51,25,19.39,18.08,15.88,5.595,12,17.09,10,10,10,8.666666667,0,9.6
#1278,19.79,29.93,24.58,19.585,19.83,19.22,18.655,18.9433333333333,15.68,8,8.6,10,8,8,9
#1279,19.67,29.89,22.17,19.875,19.19,18.02,17.8,16.1,16.74,9,9.6,9.6,7.8,8,8.75
#1280,18.44,29.02,25,19.89,19.77,19.25,18.325,19.0833333333333,17.38,8,7.8,9.1,8.6,9,9
#1281,19.07,29.96,24.83,20,19.94,19.28,18.615,17.64,17.71,10,9.2,9.266666667,8.6,0,5.6
#1282,18.21,16.2,14.99,18.835,12.5,0,1.4,2.94333333333333,0,0,8.75,0,5.4,9,0
#1283,18.71,27.99,24.92,19.655,19.44,19.29,18.895,18.0566666666667,18.9,9,9.15,7.766666667,7.2,5,9
#1284,19.13,29.55,14.58,19.315,18.19,18.97,14.84,7.59666666666667,4.05,6,9.857142857,8.6,7.8,1,9.8
#1285,19.53,29.76,22.75,19.92,19.08,19.4,18.75,18.8066666666667,18.07,8.4,8.2,9.1,7.1,8,7.6
#1286,18.67,29.71,24.91,19.31,18.69,15.16,10.5,6.89333333333333,15.42,10,0,8.533333333,6.4,5,7.6
#1287,18.88,29.94,25,20,20,17.53,14.585,17.5,16.93,9.8,9.466666667,8.333333333,7.8,9,8
#1288,19.46,29.37,24.83,20,19.48,19.03,17.01,18.8633333333333,17.31,8,9.6,9.3,6,8.333333333,8.1
#1289,19.05,29.04,23.83,19.585,14.12,16.38,11.425,16.06,17.95,9.8,9.216666667,7.466666667,8.666666667,10,8.6
#1290,19.04,29.83,24.58,19.99,19.6,19.39,18.68,17.4166666666667,18.2,10,9,8.433333333,8.35,7,9
#1291,19.62,29.65,25,19.71,19.6,19.34,17.955,18.78,17.82,9,10,9.4,8.1,8,6.55
#1292,18.81,29.6,24.92,19.54,19.31,19.03,9.875,18.97,17.61,8.666666667,8.916666667,8.266666667,7,7.666666667,7.333333333
#1293,19.39,29.23,24.83,20,19.92,19.62,18.465,17.61,17.29,9.8,9.6,9.133333333,8.9,7,9
#1294,18.63,11.25,23.17,17.295,15.69,11.55,6.195,13.21,15.23,7,7.466666667,0,4.233333333,8.333333333,8.666666667
#1295,19.54,27.24,25,15.045,19.69,4.89,16.87,19.2233333333333,17.74,9,8,9.466666667,0,9.5,9.8
#1296,18.29,29.06,24.75,19.945,19.58,19.41,19.125,12.9733333333333,16.99,8.8,9.857142857,8.866666667,9.8,0,9.8
#1297,19.75,29.84,24.92,20,19.87,19.62,19.045,19.14,18.39,9,9.4,0,9.6,9,9
#1298,17.15,26.56,18.78,17.775,15.75,15.25,16.005,11.34,16.28,6.8,8.516666667,8.466666667,6.2,8,8.4
#1299,19.89,29.42,24.67,19.835,19.56,19.04,17.18,17.04,18.88,8.8,9,9.8,6.7,9,10
#1300,18.57,29.49,24.08,19.875,18.13,15.94,18.16,16.66,17.11,8,9.6,8.5,3.8,7,9.8
#1301,18.78,28.92,24.83,19.165,17.29,19.25,2.875,7.37,14.26,9,9.6,9.6,8.666666667,3,8.75
#1302,19.42,29.42,24.92,19.945,19.67,19.12,19.18,18.5566666666667,18.08,9,9.8,9,7.55,5,8.8
#1303,17.97,29.2,21.83,19.25,18.4,17.19,15.395,11.8533333333333,16.43,10,9,8,8.8,4,7.4
#1304,19.24,29.69,25,20,19.63,19.04,18.575,17.8333333333333,17.58,9.8,10,7.3,8.466666667,10,10
#1305,19.51,29.1,20.67,19.095,19.46,15.18,15.34,14.6866666666667,16.09,9.8,9.8,9.066666667,6.5,7,7.4
#1306,19.53,29.27,24.83,20,19.85,19.52,18.37,18.8333333333333,17.53,8.6,8.8,9.8,8.3,9,8.6
#1307,18.97,29.38,25,19.835,19.25,18.95,18.825,15.36,19,9,9.8,9.2,9.3,2.333333333,10
#1308,16.12,18.2,9.95,12.155,10.46,11.81,10.83,6.93333333333333,18.13,8,8.133333333,6.966666667,9.5,0,9
#1309,19.12,29.73,24.83,20,19.75,19.04,19.16,19.3333333333333,17.89,9,9.8,9.6,9,9,9.8
#1310,18.53,28.95,20,19.655,16.9,16.6,11.655,9.58333333333333,17.75,7,7.75,8.9,7.466666667,0,8.8
#1311,19.46,29.94,24.79,19.835,19.83,19.62,19.04,19.14,17.98,10,10,9.75,8.8,9,9.8
#1312,19.44,24.98,19.75,18.22,18.31,9.54,7.61,5.97333333333333,4,7.5,8.657142857,7.966666667,8.833333333,0,5.6
#1313,19.03,29.51,24.61,18.01,19.4,16.84,17.9,18.5266666666667,18.46,6,9.083333333,6.4,4.4,8,8.8
#1314,19.14,29.88,25,19.805,19.4,18.82,18.885,18.15,16.3,10,9.4,8.5,9,9,9
#1315,19.29,29.67,24.92,20,20,18.9,18.45,19,16.87,9,8.75,9.266666667,7.2,6,9
#1316,19,29.6,24.83,19.89,19.5,19.62,16.365,8.33333333333333,13.72,8.8,9.523809524,9.2,7.666666667,1,7.466666667
#1317,19.62,29.91,24.83,20,19.94,19.37,19.21,19.3066666666667,18.1,9,9,8.4,9.6,10,8.1
#1318,19.4,29.64,25,19.835,19.33,19.17,18.7,19.11,18.58,10,9.833333333,9.2,9,10,10
#1319,19.82,29.98,24.92,20,19.67,20,19.04,19.3333333333333,18.78,8,9.857142857,9,8.6,7,9
#1320,19.54,29.37,22.42,19.39,18.77,18.97,18.62,13.0533333333333,15.95,9.8,8.933333333,9.6,7,9,10
#1321,18.92,29.91,25,19.875,20,19.62,18.81,17.6666666666667,17.79,10,10,9.666666667,10,8,8.8
#1322,19.56,29.68,24.83,20,19.23,18.52,19.06,18.9433333333333,17.46,9.8,9.1,9.666666667,8.6,6,8.4
#1323,17.76,29.26,23.92,20,19.67,19.67,19.025,13.02,18.79,9,10,9.4,8.4,7,9.6
#1324,19.42,28.76,24.92,19.82,19.67,19.84,16.235,15.9433333333333,18.62,9,9.8,8.6,7.8,10,8.8
#1325,19.54,21.17,24.79,20,19.5,13.27,8.285,14.6866666666667,16.61,9,8.5,9.4,8.333333333,9,9
#1326,18.08,29.59,24.92,19.875,19.5,17.67,18.015,17.8333333333333,17.16,10,9.8,9.4,9.8,8,8.55
#1327,19.87,29.32,25,20,20,18.89,18.18,18.6666666666667,17.05,9,10,8.866666667,7.25,10,7.8
#1328,18.9,29.8,24.92,20,19.35,19.7,17.865,18.8533333333333,17.85,10,8,8.9,8,6,9
#1329,18.69,29.69,24.83,20,19.42,18.3,18.935,18.9733333333333,18.32,9,8.35,9.2,7.1,9,8
#1330,19.11,29.91,25,19.695,18.29,18.1,17.23,18.3233333333333,17.41,9.8,8.666666667,9.4,9.6,10,8.266666667
#1331,19.65,28.96,23.83,19.945,19.77,19.61,18.615,17.8733333333333,17.81,9,10,9.5,7,7,10
#1332,19.04,29.34,24.92,20,19.75,20,19.05,14.3866666666667,17.62,9.8,9.8,9.8,8,9,9
#1333,19.15,29.39,25,20,19.67,19.95,19.18,19.05,18.73,10,10,10,9.066666667,10,8.6
#1334,17.26,7.55,24.5,16.05,18.17,16.69,17.54,18.4433333333333,17.32,8,9,8.066666667,7.55,6,7.1
#1335,19.25,29.37,24.58,19.945,18.44,19.27,17.545,18.9466666666667,17.27,9,8.25,8.05,7.733333333,8,8.133333333
#1336,19.82,29.08,25,19.88,19.83,19.06,18.95,11.4733333333333,2.75,7.8,8.4,9.2,7.066666667,6,7.933333333
#1337,19.1,29.66,24.75,19.875,19.85,19.35,17.46,18.6133333333333,16.89,10,9.6,8.5,6.2,5,9
#1338,18.5,29.6,18.42,18.57,14.75,16.83,10.57,5.72333333333333,0,7,9,7.316666667,3.2,0,0
#1339,19.58,24.64,23.27,19.5,17.03,18.75,15.575,6.56666666666667,13.85,9,8.4,9.6,8.6,7,10
#1340,19.57,29.19,23.67,19.25,18.21,19.5,18.055,12.2266666666667,14.3,8.8,9.6,9.5,8,9,8.533333333
#1341,18.71,28.92,24.17,18.625,18.75,19.28,18.035,18.64,17.28,9,9.4,8.366666667,9.8,4,7.333333333
#1342,19.87,29.6,23,19.945,19,18.58,18.495,8.33333333333333,5,10,8.8,7.6,8.8,8,0
#1343,19.29,29.43,24.83,12.635,19.91,11.7,13.875,3.66666666666667,0,10,8.05,9.2,8.5,0,7
#1344,19.21,27.07,16.75,19.25,16.52,20,13.06,11.4166666666667,16.16,10,10,9.466666667,8,9,8.5
#1345,16.88,27.69,20.58,18.54,14.37,16.34,15.035,14.38,15.33,7.8,9.466666667,0,4,4,6.6
#1346,19.75,29.68,25,20,19.42,19.12,18.545,18.8933333333333,17.5,9,9.6,9.666666667,8.166666667,0,8.8
#1347,20,29.2,24.92,20,19.83,19.68,19.075,19.1666666666667,18.82,10,9.75,8.6,9.75,8,9
#1348,19.78,29.66,21.83,19.945,19.06,16.53,19,18.9166666666667,17.6,9,9.8,8.7,9,10,9.6
#1349,19.87,29.58,24.83,19.5,19.94,19.28,18.585,18.7233333333333,18.05,7.8,10,8.2,8.75,9,7.2
#1350,19.18,28.62,19.58,19.335,19.5,17.81,18.2,18.6133333333333,18.14,8.8,8,8.333333333,6.8,8,9.266666667
#1351,19.06,23.44,15.83,17.64,0,0,0,0,0,6.8,8,6,0,0,0
#1352,19.54,29.63,25,20,19.5,19.9,16.365,19.2233333333333,17.74,8,7.6,8.266666667,7,6,8.8
#1353,19.54,29.96,24.66,19.945,19.75,19.7,19.075,17,18.23,9,9.833333333,8.933333333,6.8,10,7.6
#1354,19.76,29.79,22.5,19.125,18.98,16.24,16.78,14.34,16.44,6.8,9,8,8.8,10,9
#1355,19.37,28.57,24.33,17.5,19.87,19.75,18.725,12.47,18.14,9.3,9,7.6,9.133333333,0,9.6
#1356,19.43,29.59,20.92,6.125,19.4,0,3.04,8.94333333333333,0,7,7.933333333,9.4,6.5,10,8.333333333
#1357,19.46,29.34,25,19.5,19.5,18.62,18.73,18.9733333333333,18.52,8,9.4,9.8,10,10,9.6
#1358,19.74,29.87,24.75,20,19.5,19.89,19,19.3066666666667,17.76,9,9,9.8,10,8,10
#1359,19.04,29.31,24.92,20,20,18.87,19.035,18.25,18.11,9,9.466666667,9,7,8,8.9
#1360,19.87,29.84,24.92,20,19.37,19.89,18.89,19.3333333333333,18.38,9,10,10,8.25,10,10
#1361,19.37,29.52,24.75,19.945,19.5,19,19.085,18.89,16.63,9,9,9.666666667,9.8,8,8.8
#1362,19.87,30,24.83,20,19.69,20,19.25,19.25,17.95,10,9.357142857,10,8.166666667,10,9.3
#1363,19.37,29.96,24.92,20,20,20,19.25,18.9733333333333,18.49,10,10,9.6,10,8,9.666666667
#1364,19.04,29.61,23.42,20,19.77,19.5,18.975,19.3333333333333,18.6,10,9,9.266666667,8.75,10,10
#1365,18.76,28.82,0,19.905,19.75,18.67,18.885,19.1133333333333,17.61,10,9,8.6,9,8,9.8
#1366,19.4,29.5,23.92,19.99,17.08,18.78,17.205,5.10333333333333,11.42,9,9.4,9.4,8.8,0,9
#1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1368,19.75,29.22,23.92,20,18.12,19.53,13.985,17.5666666666667,17.41,8.8,8.857142857,7,5.75,4,8
#1369,19.25,29.51,21,18.835,19.77,19.63,18.07,15.3633333333333,17.16,9,10,0,7.2,8,7.8
#1370,15.81,22.73,25,19.62,19.77,19.62,12.6,8.06666666666667,15.74,9.666666667,7.85,0,7,0,10
#1371,18.44,29.27,0,2.89,7,18.62,.25,0,0,0,7.683333333,7.5,0,0,0
#1372,19.76,29.98,24.92,19.775,19.42,18.88,18.335,19.3066666666667,17.74,9,9.6,8.133333333,8.4,8,9.8
